9,39,57,70,63,13,31,42,46,49,64,58,73,85,2,47
25,24,91,0,82,74,10,8,19,33,92,68,17,81,37,27
59,51,40,84,38,65,3,44,41,56,22,16,78
48,4,50,1,79,6,66,52,12,28,29,20
62,5,7,83,53,18,75,90,35,14,23,11
76,89,21,60,77,36,45,55,88
43,80,87,30,32,69,86,72
26,71,61,54,15,67,34
