WIPRO,ALBK,AMBUJACEM,ANDHRABANK,ASHOKLEY,ASIANPAINT,BHARATFORG,BHEL,CAIRN,CANBK,CENTURYTEX,COLPAL,DLF,DRREDDY,GMRINFRA,HCLTECH,HDFCBANK,HINDALCO,ICICIBANK,IOB,IGL,INDUSINDBK,KTKBANK,LUPIN,MRF,M&M,MCLEODRUSS,ONGC,ORIENTBANK,PNB,RECLTD,SRTRANSFIN,SAIL,SUNPHARMA,SYNDIBANK,TATACHEM,TCS,TITAN,UCOBANK,ULTRACEMCO,UNITECH,MCDOWELL-N,VOLTAS,YESBANK
0.846840564,0.78096076,0.837177689,0.184709861,0.807208991,0.181686052,1,0.574691399,0.74088448,0.706016934,0.829328399,0.848184842,0.924453693,0.887049457,0.606457196,0.072340394,0.838436487,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.758706412,0.618554178,0.693498058,0.050449117,0.742415842,0.494319286,0.574691399,1,0.627035751,0.655867977,0.739119311,0.630834307,0.646158472,0.768704275,0.360087507,0.355789342,0.565251413,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.631015695,0.576974789,0.646839598,0.467049167,0.944596888,0.725601089,0.74088448,0.627035751,1,0.976294866,0.936916752,0.535288397,0.798707377,0.736125936,0.910435255,0.501431449,0.950335353,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.619652602,0.578591766,0.674939318,0.471073883,0.95479346,0.7448596,0.706016934,0.655867977,0.976294866,1,0.934371931,0.50527725,0.747106995,0.730743619,0.890717116,0.537807333,0.912792488,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.720668835,0.688884729,0.750983886,0.251087944,0.956209384,0.592298463,0.829328399,0.739119311,0.936916752,0.934371931,1,0.656929587,0.848114625,0.824530133,0.825575611,0.349079344,0.923993202,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.928340497,0.888051887,0.820784451,0.411157004,0.65936478,0.032023208,0.848184842,0.630834307,0.535288397,0.50527725,0.656929587,1,0.848012619,0.867756094,0.300578731,0.204811968,0.647420927,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.872851947,0.755896036,0.800224702,0.03364017,0.832862504,0.330638219,0.924453693,0.646158472,0.798707377,0.747106995,0.848114625,0.848012619,1,0.870455661,0.613942091,0.076315293,0.856965322,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.926809914,0.888679977,0.918240621,0.172629189,0.854485325,0.247006864,0.887049457,0.768704275,0.736125936,0.730743619,0.824530133,0.867756094,0.870455661,1,0.519783474,0.000701317,0.810575476,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.350655376,0.37235726,0.429658434,0.565243304,0.794931697,0.667251672,0.606457196,0.360087507,0.910435255,0.890717116,0.825575611,0.300578731,0.613942091,0.519783474,1,0.469967002,0.874840073,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015845348,0.222487666,0.041992391,0.861890436,0.400246424,0.924045317,0.072340394,0.355789342,0.501431449,0.537807333,0.349079344,0.204811968,0.076315293,0.000701317,0.469967002,1,0.261647222,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.690528308,0.696883698,0.706047852,0.261533116,0.918866301,0.524245758,0.838436487,0.565251413,0.950335353,0.912792488,0.923993202,0.647420927,0.856965322,0.810575476,0.874840073,0.261647222,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.670291111,0.643619375,0.666399561,0.394018772,0.768427874,0.488433614,0.686260423,0.604793097,0.747384285,0.743582773,0.754593655,0.634400973,0.697432101,0.707310431,0.620734224,0.370376367,0.731786059,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALBK,ASHOKLEY,BHARATFORG,BHEL,DRREDDY,GMRINFRA,ICICIBANK,IGL,INDUSINDBK,LUPIN,M&M,ORIENTBANK,SYNDIBANK,TATACHEM,ULTRACEMCO,UNITECH,YESBANK,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.884216681,0.910658487,0.273446853,0.775412211,-0.189299155,0.846840564,0.758706412,0.631015695,0.619652602,0.720668835,0.928340497,0.872851947,0.926809914,0.350655376,0.015845348,0.690528308,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.884216681,1,0.888928677,0.354649513,0.726043689,-0.019368079,0.78096076,0.618554178,0.576974789,0.578591766,0.688884729,0.888051887,0.755896036,0.888679977,0.37235726,0.222487666,0.696883698,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.910658487,0.888928677,1,0.233968747,0.803840651,-0.171008983,0.837177689,0.693498058,0.646839598,0.674939318,0.750983886,0.820784451,0.800224702,0.918240621,0.429658434,0.041992391,0.706047852,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.273446853,0.354649513,0.233968747,1,-0.269033419,0.836757401,0.184709861,-0.050449117,-0.467049167,-0.471073883,-0.251087944,0.411157004,0.03364017,0.172629189,-0.565243304,0.861890436,-0.261533116,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.775412211,0.726043689,0.803840651,-0.269033419,1,-0.622962286,0.807208991,0.742415842,0.944596888,0.95479346,0.956209384,0.65936478,0.832862504,0.854485325,0.794931697,-0.400246424,0.918866301,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.189299155,-0.019368079,-0.171008983,0.836757401,-0.622962286,1,-0.181686052,-0.494319286,-0.725601089,-0.7448596,-0.592298463,-0.032023208,-0.330638219,-0.247006864,-0.667251672,0.924045317,-0.524245758,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.846840564,0.78096076,0.837177689,0.184709861,0.807208991,-0.181686052,1,0.574691399,0.74088448,0.706016934,0.829328399,0.848184842,0.924453693,0.887049457,0.606457196,0.072340394,0.838436487,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.758706412,0.618554178,0.693498058,-0.050449117,0.742415842,-0.494319286,0.574691399,1,0.627035751,0.655867977,0.739119311,0.630834307,0.646158472,0.768704275,0.360087507,-0.355789342,0.565251413,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.631015695,0.576974789,0.646839598,-0.467049167,0.944596888,-0.725601089,0.74088448,0.627035751,1,0.976294866,0.936916752,0.535288397,0.798707377,0.736125936,0.910435255,-0.501431449,0.950335353,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.619652602,0.578591766,0.674939318,-0.471073883,0.95479346,-0.7448596,0.706016934,0.655867977,0.976294866,1,0.934371931,0.50527725,0.747106995,0.730743619,0.890717116,-0.537807333,0.912792488,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.720668835,0.688884729,0.750983886,-0.251087944,0.956209384,-0.592298463,0.829328399,0.739119311,0.936916752,0.934371931,1,0.656929587,0.848114625,0.824530133,0.825575611,-0.349079344,0.923993202,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.928340497,0.888051887,0.820784451,0.411157004,0.65936478,-0.032023208,0.848184842,0.630834307,0.535288397,0.50527725,0.656929587,1,0.848012619,0.867756094,0.300578731,0.204811968,0.647420927,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.872851947,0.755896036,0.800224702,0.03364017,0.832862504,-0.330638219,0.924453693,0.646158472,0.798707377,0.747106995,0.848114625,0.848012619,1,0.870455661,0.613942091,-0.076315293,0.856965322,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.926809914,0.888679977,0.918240621,0.172629189,0.854485325,-0.247006864,0.887049457,0.768704275,0.736125936,0.730743619,0.824530133,0.867756094,0.870455661,1,0.519783474,0.000701317,0.810575476,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.350655376,0.37235726,0.429658434,-0.565243304,0.794931697,-0.667251672,0.606457196,0.360087507,0.910435255,0.890717116,0.825575611,0.300578731,0.613942091,0.519783474,1,-0.469967002,0.874840073,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015845348,0.222487666,0.041992391,0.861890436,-0.400246424,0.924045317,0.072340394,-0.355789342,-0.501431449,-0.537807333,-0.349079344,0.204811968,-0.076315293,0.000701317,-0.469967002,1,-0.261647222,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.690528308,0.696883698,0.706047852,-0.261533116,0.918866301,-0.524245758,0.838436487,0.565251413,0.950335353,0.912792488,0.923993202,0.647420927,0.856965322,0.810575476,0.874840073,-0.261647222,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALBK,ASHOKLEY,BHARATFORG,DRREDDY,ICICIBANK,IGL,M&M,ORIENTBANK,SYNDIBANK,TATACHEM,YESBANK,BHEL,GMRINFRA,INDUSINDBK,LUPIN,ULTRACEMCO,UNITECH,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.884216681,0.910658487,0.775412211,0.846840564,0.758706412,0.720668835,0.928340497,0.872851947,0.926809914,0.690528308,0.273446853,0.189299155,0.631015695,0.619652602,0.350655376,0.015845348,,0.565251413,,,,,,,,,,,,,,,,,,,,,,,,,
0.884216681,1,0.888928677,0.726043689,0.78096076,0.618554178,0.688884729,0.888051887,0.755896036,0.888679977,0.696883698,0.354649513,0.019368079,0.576974789,0.578591766,0.37235726,0.222487666,,0.814166847,,,,,,,,,,,,,,,,,,,,,,,,,
0.910658487,0.888928677,1,0.803840651,0.837177689,0.693498058,0.750983886,0.820784451,0.800224702,0.918240621,0.706047852,0.233968747,0.171008983,0.646839598,0.674939318,0.429658434,0.041992391,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.775412211,0.726043689,0.803840651,1,0.807208991,0.742415842,0.956209384,0.65936478,0.832862504,0.854485325,0.918866301,0.269033419,0.622962286,0.944596888,0.95479346,0.794931697,0.400246424,,0.467049167,,,,,,,,,,,,,,,,,,,,,,,,,
0.846840564,0.78096076,0.837177689,0.807208991,1,0.574691399,0.829328399,0.848184842,0.924453693,0.887049457,0.838436487,0.184709861,0.181686052,0.74088448,0.706016934,0.606457196,0.072340394,,0.752801383,,,,,,,,,,,,,,,,,,,,,,,,,
0.758706412,0.618554178,0.693498058,0.742415842,0.574691399,1,0.739119311,0.630834307,0.646158472,0.768704275,0.565251413,0.050449117,0.494319286,0.627035751,0.655867977,0.360087507,0.355789342,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.720668835,0.688884729,0.750983886,0.956209384,0.829328399,0.739119311,1,0.656929587,0.848114625,0.824530133,0.923993202,0.251087944,0.592298463,0.936916752,0.934371931,0.825575611,0.349079344,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.928340497,0.888051887,0.820784451,0.65936478,0.848184842,0.630834307,0.656929587,1,0.848012619,0.867756094,0.647420927,0.411157004,0.032023208,0.535288397,0.50527725,0.300578731,0.204811968,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.872851947,0.755896036,0.800224702,0.832862504,0.924453693,0.646158472,0.848114625,0.848012619,1,0.870455661,0.856965322,0.03364017,0.330638219,0.798707377,0.747106995,0.613942091,0.076315293,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.926809914,0.888679977,0.918240621,0.854485325,0.887049457,0.768704275,0.824530133,0.867756094,0.870455661,1,0.810575476,0.172629189,0.247006864,0.736125936,0.730743619,0.519783474,0.000701317,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.690528308,0.696883698,0.706047852,0.918866301,0.838436487,0.565251413,0.923993202,0.647420927,0.856965322,0.810575476,1,0.261533116,0.524245758,0.950335353,0.912792488,0.874840073,0.261647222,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.273446853,0.354649513,0.233968747,0.269033419,0.184709861,0.050449117,0.251087944,0.411157004,0.03364017,0.172629189,0.261533116,1,0.836757401,0.467049167,0.471073883,0.565243304,0.861890436,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.189299155,0.019368079,0.171008983,0.622962286,0.181686052,0.494319286,0.592298463,0.032023208,0.330638219,0.247006864,0.524245758,0.836757401,1,0.725601089,0.7448596,0.667251672,0.924045317,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.631015695,0.576974789,0.646839598,0.944596888,0.74088448,0.627035751,0.936916752,0.535288397,0.798707377,0.736125936,0.950335353,0.467049167,0.725601089,1,0.976294866,0.910435255,0.501431449,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.619652602,0.578591766,0.674939318,0.95479346,0.706016934,0.655867977,0.934371931,0.50527725,0.747106995,0.730743619,0.912792488,0.471073883,0.7448596,0.976294866,1,0.890717116,0.537807333,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.350655376,0.37235726,0.429658434,0.794931697,0.606457196,0.360087507,0.825575611,0.300578731,0.613942091,0.519783474,0.874840073,0.565243304,0.667251672,0.910435255,0.890717116,1,0.469967002,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015845348,0.222487666,0.041992391,0.400246424,0.072340394,0.355789342,0.349079344,0.204811968,0.076315293,0.000701317,0.261647222,0.861890436,0.924045317,0.501431449,0.537807333,0.469967002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
